Student ID,Group 1,Group 2,Group 3,Group 4,Group 5,Group 6,Group 7,Group 8,Group 9,Group 10,Group 11,Group 12,Group 13,Group 14,Group 15,Group 16,Group 17,Group 18,Group 19,Group 20,Group 21,Group 22,Group 23,Group 24,Group 25,Group 26,Group 27,Group 28,Group 29,Group 30,Group 31,Group 32,Group 33,Group 34,Group 35,Group 36,Group 37,Group 38,Group 39,Group 40,Group 41,Group 42,Group 43,Group 44,Group 45,Group 46,Group 47,Group 48,Group 49,Group 50,Group 51,Group 52,Group 53,Group 54,Group 55,Group 56,Group 57,Group 58,Group 59
2015 Jun,201.4,86,173,38.9,61.7,8.8,4.8,237.5,12.2,13.3,17.3,26.6,62.8,26.7,38,29.9,23.6,279.3,160.3,169.7,78.3,69.9,733,9.7,578.5,449,627.3,280.7,449.3,65.4,358,431.3,98.4,18,137.6,458.4,196.4,654.9,1076.4,495.7,346.3,726.1,224.6,276.8,190.2,155.5,191.7,64.7,158.6,89.3,521.7,93.8,31.5,7.2,10.8,72,33.2,21.8,6.5
2015 Jul,212.2,91.5,189.2,41.9,63,10.9,7.1,258.6,12.6,11.3,16.9,30.2,64.5,27.6,37.3,32.4,24.7,293.4,169.2,162.6,81.9,69.4,779.7,12.7,531.4,483.6,644.4,279.9,487.7,59.1,336.9,447.1,95.9,17.2,150.4,443.7,200.8,644.5,1128.1,487.3,360.5,780.8,231.7,293,208.4,164.3,183.6,65.3,160.8,88.5,515.3,95.6,29,9,10.6,67.2,30.1,19.8,6.1
2015 Aug,210.8,96,199.7,43.9,63.1,9.6,8.2,271,13.3,10.3,17.4,37.2,57.5,26.1,37.6,32.1,22.8,291.6,162.5,174.1,83.1,65,736.4,11.9,511.1,475.8,667.1,265.5,503.8,62.2,314.3,422.4,93.2,15.6,146,412.2,206.2,618.3,1142.9,460.3,318.8,795,205.2,291.2,192.7,163.2,182,62.9,151.7,88.3,518.6,88.8,29.5,8.5,10.9,68.6,29.2,17.6,6.1
2015 Sep,216.3,89.1,194.5,41.6,61,9.3,6.3,259.5,13.7,9.5,18.5,38.7,59.9,26.1,39.4,33.6,23.6,289.2,155.8,188.5,87.5,65.7,724.5,12.4,518.2,491.1,682.7,269.9,499.6,82.2,341.9,416.3,93.8,18.5,140.8,447.9,216.1,664,1173.8,482.7,325.6,795.8,199.4,296.2,211.9,167.5,182.8,61.3,156.1,89.9,527,94.8,27.9,9.1,11.3,72.2,27.6,19.6,8.1
2015 Oct,230.5,94.8,187.6,46.6,61.2,9.5,5.9,275.5,14,10,18.8,43.4,65.1,26.9,41.5,35.3,24.9,286.3,166.6,210.8,91.6,65.3,729.5,13.1,546.9,508.9,705.3,280,501.6,78.4,367,422.7,101.8,19,154.4,476.1,224.8,700.9,1214.2,521.4,379.7,811.7,220.6,310.1,212.3,178.9,197.8,64.1,164.9,91.2,575.2,100.8,29,10.1,12.5,77,29.6,20.2,8.3
2015 Nov,226.5,97.2,193.5,50.2,60.9,9.8,6.6,286.6,15.3,9.4,24.9,46.5,63.4,29.5,44.2,36,25.7,279.1,164.5,202.3,87.4,68.1,711.2,14.3,599.9,492.8,698.9,294.5,513.9,91.5,366,411.7,107.9,24.5,159.4,481.2,235.1,716.3,1191.7,525.4,413.2,832.6,212.6,318.7,215.9,175.6,200.7,66.6,168.3,94.2,567.5,101.8,31,12.2,12.3,85,32.5,20.1,9.8
2015 Dec,282.5,118.1,249.5,72.4,76.7,13.5,9.5,372,16.8,9.6,34.1,62,96.1,34.7,49,40.4,39.4,282.9,185.1,212.6,92.3,77.6,786,18.3,846.8,538.5,806.1,345.6,547.8,158.5,537.2,453.4,150.2,37,271.1,756.8,411.7,1168.5,1344.6,808.3,719.2,896.7,250.9,348.9,338.1,190.6,279.8,122.2,271.8,110,677.4,149.7,44.3,19.3,18.1,115.8,49.4,33.9,17.7
2016 Jan,223,86.1,177.3,42.7,63.5,12,5.4,266.1,13.8,9.9,28.9,44.3,61.6,23.6,38.6,33.4,27.8,256,164.9,184.6,86.3,71.1,715,11,564.9,483.9,719.3,280.5,490,88.1,320.6,409.9,100.7,20.2,160.3,468.7,247.1,715.8,1203.2,480.8,367.3,790.8,210.2,300.8,220.8,172.6,189.4,63.1,156.4,89.2,538.9,93.3,30,9.8,11,89.2,32.2,19.6,8.2
2016 Feb,213.9,92.4,185.9,43.2,52.2,15.1,7.5,265,13.7,9.2,24.1,41.4,52.2,23.6,43.8,33.6,22.8,247.3,135.8,167.3,87.1,58.5,640.6,12,490.4,454.5,661.3,257.8,461,68.8,301.5,367.4,83.5,15.2,139,381.1,213.4,594.5,1115.8,440.5,290.7,732.4,191.4,271.3,175,168.5,167.2,58.1,139.4,91.5,470.3,81.3,28.3,7.4,10.9,78.1,30.1,17.8,6.5
2016 Mar,219.7,96.5,201.8,47.6,53.9,13.3,6.2,274.3,14.5,8.8,23.4,42,59.8,24.5,45.6,35.2,24.7,276.8,141.7,180.2,99.1,55.8,713.1,13.6,516.2,491.5,668.4,252.9,486.4,79,357.3,406.3,84.7,17.7,138.6,460.5,216.3,676.9,1160,495.9,367.5,793.3,194.9,306.9,195.6,190.5,176.2,57.3,151.2,95.9,498,93.9,30.2,8.1,12.5,78.7,31.1,21.8,6.6
2016 Apr,219.8,83.1,190.7,45.9,47.7,10.5,5.2,240.3,14.5,9,24.5,35.7,68.1,25.2,41.2,34.3,27.3,282.4,139.7,180.9,94.6,59.5,702.1,10.9,496.6,503.1,679.7,267,499.4,75.6,401.4,396.2,87.5,16.4,150.3,488.3,224.8,713.1,1182.8,551.8,367.9,805.4,192.2,306,207.1,180.4,172.4,59.8,163.5,86.8,493,103.6,29.6,6.9,11.3,79.1,30.6,23.2,6
2016 May,218.9,85,195.3,47.1,45.8,12.1,5.4,245.5,15.7,9.3,23.4,38.4,66.1,24.1,40.4,33.8,23.4,276.3,142.4,173.9,100.8,58.7,704,10.5,515.5,498.5,656.6,271.2,505.6,70.2,384.3,396.7,89.3,15.2,151.5,489.8,233.8,723.6,1155.1,535.9,361.9,808.9,201.8,303.3,211.4,187.1,171.4,62.4,169.1,87.3,487.7,106.7,33.5,6.6,11.2,77,31.2,23,5.7
2016 Jun,207.1,74.4,192.6,43.3,49.2,10.9,4.8,232.3,15.5,9.6,23.7,38.5,67.3,26.5,36.9,32.4,23.1,265.3,156.5,175.6,91.3,66.8,700.3,9.9,589.3,491.4,618.9,302,467.7,72,388.9,391.9,98.5,16.4,145.1,514.3,233.3,747.6,1110.2,534,396.8,769,225.2,301.3,233.8,176,194.1,60.4,164.6,83.3,526.2,104.2,35.5,8,11.1,79.2,35.2,22.9,5.3
2016 Jul,199,84.6,195.5,44.9,53.6,14.1,5.8,256.1,16.3,9.9,25.1,40.8,68.6,28.2,41.6,36.1,23.6,275.7,150.5,170.2,91.9,66,753.7,10.6,524.5,538.7,668.7,298.4,503.9,76.2,342.1,422.4,100,20.6,143.4,460.5,233.3,693.8,1207.4,485.5,358.9,828.7,227.1,324.8,240.4,185.4,181.4,61.2,165.3,84.1,502.2,104.2,32.5,8.7,12,80.4,32.3,20.9,6.5
2016 Aug,204.9,89.5,198.3,49.1,56.6,14.6,6.6,270.9,15,9.9,21.7,41.7,59.7,27.8,44.5,36.9,22.2,284.2,143.9,178.2,99.8,61.6,752.3,11.3,497.2,552.4,671.6,299,538.7,75.2,336.4,429.6,93.8,17.8,146.7,438.4,228.9,667.4,1224,483.1,316,866.3,224.8,327.7,226.5,190.3,170.4,60,154,85.8,492.5,94.1,32.5,7.1,12.1,76.8,30,19.3,6.3
2016 Sep,212.4,83,192.6,45.7,52.5,11.4,4.9,248.4,15,9.4,22.4,40,60.1,25.8,43.9,36.5,22.8,281.5,149,205.9,100.5,63.2,756.1,9.6,528.6,569.2,692.3,285.3,533.7,79.7,356.9,432.8,89.8,19,149.4,469.7,239.3,708.9,1261.4,506.3,336.2,878.3,224.5,344.7,242.9,189.5,163.9,59.9,159.3,87.8,518.8,99.4,29.6,8.5,12.4,83.2,31.1,20.2,7.6
2016 Oct,233.1,84.5,190,46.8,53.7,11.4,5,253,15.2,10.7,26.8,40.8,61.7,29.9,41.9,34.5,20.9,290.2,160,232.1,96.9,67.2,749.3,9.5,541.4,575.1,696.5,296.9,540.5,80.4,371,427.9,98.3,20.6,154.3,479.8,248.3,728.1,1271.6,525.3,364.1,886.3,215.1,345.8,240.1,188.8,171.8,62.6,162.7,87.5,563.9,100,31.4,8.8,13.4,92.2,30.9,21.6,8
2016 Nov,236.5,94.8,194.6,52.1,55.8,11.1,5.5,275.3,17,11.3,26.2,44.5,64.6,32.4,41.6,34.3,24.8,282.9,153.2,226.5,100.3,68.7,733.2,10.2,587.5,576,690,334.4,536.8,93.8,392.1,424.8,104,26.7,165.1,529.3,258.1,787.4,1265.9,557.1,407.5,879.5,228.5,342.7,242.2,191.7,175.4,65.6,169.8,90.6,555.1,104.2,32.4,11.1,14.3,95.7,33.5,23.4,9.8
2016 Dec,293.6,128.2,235.8,81.8,70.7,16,8.7,379.1,19.7,11.2,33.7,57.5,101.2,33,42.5,40,39,301.5,182.9,222.6,103.2,81.9,822.5,14.2,832.4,627.6,780.6,378.5,594.6,155,575.6,472.8,143.3,44.4,299.7,809.2,452.7,1261.9,1408.2,875.4,708.7,961.8,262.5,367.2,394.7,207.4,256.5,118.8,282.7,105.2,662,164,43.9,19.5,21.1,118,50.9,34.7,15.9
2017 Jan,233.7,88,181.9,48.7,60.2,11.9,5.2,270.4,15.5,12,25.9,45.8,60.5,25.7,35.1,28,25.4,271.3,146.2,181.1,100.5,77,721.5,9.3,572.6,568.9,687.7,310.6,535.1,89.8,334,407.8,100.5,23.7,171.4,494.5,250.7,745.2,1256.6,505.4,360.3,861.4,224.8,326.3,237.1,192.1,175.5,62.7,153.4,84.2,502.9,90.7,30.4,10.1,13,91.1,35.3,21.1,7.9
2017 Feb,221.2,90.2,181.9,50.3,51.4,12.9,6.6,261.3,16,11.1,20.9,39.1,49.6,26.6,39.8,28.4,18.8,261.6,125.4,160.1,98.2,58.8,630.8,9.8,494.4,491.2,646.5,267.8,479.7,66.1,281.7,359.4,84.5,17.5,150.6,380.3,213.8,594.1,1137.7,432.4,276.6,753.6,183.3,273.9,171.1,177.5,150.5,54.5,128.7,75.7,436,74.2,28.6,7.4,12.3,77.4,31.1,17,6.4
2017 Mar,236.5,95.2,195.9,54.2,56.7,12.8,5.7,277.6,16.7,11.4,22.3,40.5,61,26.5,44.6,32.8,20.4,297.8,133.5,174.6,114.7,60.5,687,11.3,535.8,547,680.9,297.9,541.5,85.1,354.4,393.2,87,21.6,158.5,469.6,231.5,701.1,1228,512.9,343.5,868.4,199,326.9,198.2,207.1,166.6,55.6,150.6,82.2,474.7,95,30.8,9.1,13.5,82.4,31.7,21.4,8.3
2017 Apr,239.4,80.9,195.2,46.3,52.1,10.3,4.9,239.8,17.6,12.6,22.8,34.3,67,24,41,27.7,21.9,282.6,124.7,176.2,110.8,61.3,687.7,9.7,477.1,547.9,668.6,277.4,536.1,83.1,394.6,388.7,77.3,19.7,153,491.2,221.4,712.6,1216.5,547.7,391.9,859.7,205.4,323.6,208,197.2,147.2,52.8,148.6,79.7,448.2,95.8,28.7,8.3,13.4,80.7,29.9,23.7,7.4
2017 May,237.8,89.1,187.4,45.1,50.8,11.8,6,252,18.8,11.5,24.9,37.5,70.9,27.3,41,31.5,23.2,298.2,139.4,170.8,120.6,66,693,10.2,538.3,538,693.7,302,534,77.5,406.5,393.6,86.4,17.5,173.2,532.1,239.8,771.9,1231.7,579.8,371.3,845.2,215.5,311.2,213.3,208.2,169,63.8,165.2,77.2,479.2,101.4,35,7.9,13.2,85.1,32.1,22.9,6.8
2017 Jun,226.5,79.3,184.5,42.2,50.2,11.6,4.3,234.6,18.5,10.5,25.3,36,66.6,29.4,39.4,32.3,21.3,286.9,146.7,169.4,112.6,76.5,690.9,9.7,613.8,531.9,682.2,336,521.2,82.1,397.2,392.6,101.8,21.4,154.7,526.9,236.5,763.4,1214.1,551.9,390.7,828.7,254.8,307.6,230.9,198.3,182.4,60.1,156.5,75.2,498.5,96.4,37.1,8.7,12.3,89.6,37.8,22,7.2
2017 Jul,226.2,87.8,199.8,45,53.2,10.9,6.5,251.3,19.4,10.5,27.2,36.1,68.7,26,42.5,30.3,20.4,304.9,139.7,166.3,108.4,70.6,748.1,10.3,532.9,554.8,691.4,317.2,541.2,78.9,361.8,428,95.2,21.6,151.1,473.9,230.5,704.4,1246.2,512.9,362.6,857.6,223.8,316.4,237.8,201.8,175.2,59.2,153.7,76,481.2,94.5,31.5,10.6,11.7,86.6,34.1,19.4,7.6
2017 Aug,233.3,92.1,202,47.3,56,9.9,6.5,265.4,19.9,9.6,24.9,41.5,61.3,25.3,43,31.3,18.4,300.5,137.2,179.9,113,65.4,735.9,10.6,510.7,549.3,706.3,301.1,546.8,78.4,351.7,413.9,93.1,19,151.3,460.5,230.3,690.8,1255.6,503.1,320.5,874.1,232.3,327.2,225.9,200,170.1,56.7,145,75.6,487.2,88.3,31.3,10.6,11.8,81.2,31.5,17.6,6.4
2017 Sep,229.8,85.3,196.5,43.9,53.1,9.6,5.8,245.1,19.8,9.8,25.5,36.1,64.8,26.1,44.3,31.1,19.6,299.7,130.1,193.1,118.4,61.5,720.7,9.8,504.9,565.7,723.1,298.1,544.1,74.2,353.5,410.2,87.8,22.3,149.5,490.8,233.4,724.2,1288.8,503,345.2,872.4,227.6,328.3,239.5,208.7,154.7,58.9,148.3,74.9,477.9,89.3,29.9,10.9,12.4,86.1,30.6,18.8,7.8
2017 Oct,226.6,84,208.3,45.9,49.1,9.5,5.2,243.9,20.1,10.7,28.1,39.5,65.3,26.3,41.7,28.2,18.8,296.3,125.8,206.5,129.4,69.7,737.7,9.6,531.6,574.8,766.4,324,569.9,76,370.9,420.4,94.9,22.8,159.8,507.4,239.3,746.7,1341.2,530.7,384.2,917.7,238.2,347.8,229.2,227.4,169.8,64.3,157.7,83.9,502.1,93.4,31.3,11.7,13.9,96.1,33,19.1,8.6
2017 Nov,239.7,94.7,203.2,49.7,50.7,9.1,5.9,265,21.2,11.9,29.3,43.3,71.7,28.3,40.9,29.8,21.2,293.9,130.1,213.5,126.1,73.3,712.9,10.5,639.3,555.6,771.9,338.3,576,98.2,414.8,395.1,108.4,31.8,178.9,556.2,254.4,810.6,1327.5,593.7,436.7,925.7,248.5,349.7,255.5,222.4,194.5,69,174.6,87.9,538.1,105.5,36.5,15.4,13.6,102.9,41.7,21.6,10.6
2017 Dec,311,116.3,249.5,75.8,65.5,12.9,8.9,349.8,24.6,14.1,32.7,54,105.4,30.3,39.6,31.7,30.7,322.1,146.7,209,133,75.4,785.5,14.8,853.8,607.7,853.6,379.8,628.3,145.3,568.1,438,141.2,52.3,320.7,791.2,432.3,1223.5,1461.4,888.8,716.5,1008.1,262.4,379.8,390.3,241.5,265.8,126.5,282.1,95.5,621.5,155.6,48.4,27,20.5,125.8,58.9,33,17.3
2018 Jan,245.2,83.4,192.9,47.6,51.9,11.6,4.8,256.6,19.3,11.4,28.9,45.2,62,24.5,33.8,26.2,20.2,282.9,121.7,174.2,115.9,70.9,708.6,10.9,576.4,541.9,753.3,306.5,562.1,81.6,353.2,395.7,103.5,25,168.3,521.4,240.4,761.8,1295.3,521.5,354.3,887.3,232.9,325.2,236.7,208.7,172.5,67.2,158.4,84,468.4,91.2,33.3,13.5,11.8,95.7,36.9,21,8.8
2018 Feb,219.3,81.5,200.9,42.8,45.2,11.2,5.5,235.1,18.1,11.7,24.7,37,48.1,24,37.2,27,17.7,271.6,105,158.2,110.3,60.3,611.5,10.8,505.1,482.7,704.9,280.3,510,59,314.5,341.1,86.1,20.3,152.2,402.9,212.7,615.6,1187.6,466.6,277.8,810.6,196.1,300.6,180.8,194.5,144.8,57.6,134.4,79.1,408.1,76.8,30.3,10.8,11.4,82.1,31.1,18.5,7.7
2018 Mar,254.8,86.6,223,43.7,44.2,12.1,5.7,243.8,18.9,14,25.3,39.2,60.2,24.7,44.3,28.5,19.6,292.7,122,168.6,132.1,63.1,680.1,11.1,538.6,551,747.7,295.9,579.3,78.4,386,366.7,88.9,24,166.8,476.1,219.2,695.4,1298.7,552.8,364.9,909.7,220.9,330.4,216.3,226.3,154.1,59.9,152.3,89.8,444.6,92.4,33.7,12.5,14.2,88.6,34.5,22,9.2
2018 Apr,241.8,77.7,197.5,40.8,43.9,10.2,4.4,223.5,18.8,12,24.6,35.7,58.1,24.4,40.6,23.4,19.9,278.4,107.8,156.1,130.6,59.3,658.3,9.5,489.3,550.7,737.5,293.1,586.5,70.4,410.6,365.7,82,21.7,159.8,475.4,221.3,696.7,1288.2,570.5,370.1,898.6,201,312.1,222.7,219.8,148.8,62.9,156.9,84.6,412.8,94.1,31.9,10.1,12.6,85.2,32.2,22.5,8.9
2018 May,252.5,81.4,198,40.6,45.1,10.6,4.2,231.3,18.9,12.4,25.7,38.5,63.5,27.1,40.9,27,21.4,289.9,116.1,158.1,132.2,70.3,665.5,9.4,542.3,550.7,737.9,308.1,546.5,65,431.7,367.2,90.4,21.3,178.8,566.1,251.6,817.8,1288.7,610.6,389.5,866.4,215.1,319.8,240.9,221.7,164.4,66.6,162.3,84.7,438.6,95.7,36.1,11.1,12.3,87.6,33.4,24.6,9.1
2018 Jun,242.2,77.6,192.7,39.1,41.3,10.4,4.1,221.3,19.4,12.8,28.5,38.3,64.6,29.4,40.7,26.3,20.4,276.4,127.5,150.6,125.2,74.1,641.9,8.9,616.4,540,725.2,341.7,549,70,441.9,345.3,101.9,22,156.7,560,230.7,790.7,1265.2,598.5,396.5,873.1,229.9,324.1,252.2,215.1,192.6,64.4,167.3,82.8,470.7,102.9,40.4,12.7,12,94.6,40.4,24.5,9.4
2018 Jul,250,78.5,203.9,37.3,46.5,8.8,5.3,224.3,17.5,11.4,27,35.4,58.6,27.7,43.8,27.7,18.6,285.3,126.9,145.6,127.1,69.8,721.8,10.8,536.7,576.8,772.7,312.3,566.7,76.3,389.2,393.7,98.1,24.3,153.6,483.1,216.5,699.5,1349.5,542.8,356.5,916.1,230,349.4,247.1,220.5,163,64.3,151.5,86.3,435.5,87.2,37.4,12.4,12.5,86.7,34.3,22.9,9.8
2018 Aug,256.7,92.6,213.4,39.3,55.8,8.6,5.4,252.7,16.9,11.4,25.9,38.3,54,27.3,41.7,28.8,18.3,291.4,125.6,152,134.3,70.2,725.8,11,513.6,579.2,791.6,306.2,588.2,64.6,381.6,392.8,92.9,21.5,163.2,473.9,233.4,707.3,1370.7,544.7,335,943.8,231.6,355.7,241.4,228.5,164.2,68.1,153,87.3,441.7,84.9,37.1,10.3,13.5,82.5,30,22.1,8
2018 Sep,252,80.7,214.2,38.9,49.1,8.1,5.2,230.6,18.1,11.3,26.7,37.2,56.2,24.8,41.4,27,18.1,287.8,120.7,165,128.8,67.7,719.5,9.9,517.6,569.2,785.2,300.8,577,72.7,383,399.2,89.6,22.8,152.4,489.8,225.8,715.6,1354.4,535.4,349.3,933.8,231.8,356.9,247.7,221.7,158.5,61.5,147.7,87.3,444.2,86.2,34,11.4,13.4,91.9,32.5,23.4,8.2
2018 Oct,261.9,74.2,215.6,39.8,50.2,7.9,4.1,225.2,19.3,10.3,28.7,36.6,63.5,29.1,41.7,29.7,20.2,306.9,129.9,181.4,132.1,75.1,725.1,10.9,544.5,588.6,770,325,600.8,81.6,424.3,403.4,99.4,26.4,174.7,524.3,252.7,777,1358.6,598.9,382.6,960,242.8,359.2,260,226,169.7,67.5,160.7,87.3,481.1,93.2,34.2,12.8,13.3,98.4,32.1,24.4,8.5
2018 Nov,262,82.5,206.2,41.7,56,8.5,5,244.2,20.5,11.1,31,38.6,67.9,27.6,44,31.7,21.4,306,125,188.9,126.5,77,705.2,10.8,625.9,576,792.5,348.2,626.8,101.2,458.5,386.3,113.7,32.6,196.6,563.8,275.5,839.3,1368.6,655.1,437,981.8,246.9,354.9,286.8,218.9,187.1,71.9,175.7,89.5,501,103.8,39.8,15.9,14.4,108.8,40.4,27,10.6
2018 Dec,337.6,108.9,257.7,60.1,68.6,10.6,8,325.8,23.2,14.2,34.9,53.6,99.3,31.3,40.9,34.3,29.5,322.1,143.6,195.5,118.1,78.6,791,14.3,800.4,630.3,886.6,377.3,672.9,165.2,631.8,432.3,145.9,53.4,323.1,793.1,442,1235.1,1516.9,954.9,723.7,1066.2,253.7,393.2,399.7,217.8,251.5,121.4,268.5,102.4,590.6,147,49.5,23.8,21.7,125.5,54.2,35.5,16.3
2019 Jan,263.6,77.8,188.1,43.6,58.9,10.1,4.1,246.4,17.1,10.1,26.2,41.3,57.1,22.9,36.7,26.1,20.7,282.5,123.6,163.5,118,71,693.8,9.8,580.5,578.8,793,308.8,589.4,86.7,397.5,387.8,107.6,25.8,169.7,497.4,266.7,764.1,1371.8,567.3,358.4,937.3,213.5,348,255.5,209.5,159.1,68.1,157.6,89.4,446.1,89.5,35.8,14.9,12.6,94,38.8,23,8
2019 Feb,245.3,74.1,198.4,39,49,9.7,4,218.4,17.3,10.6,23.9,33.2,44.5,22.7,40,24.9,17,275.4,103.6,148.8,118.9,62.3,627.5,8.5,501.3,495.4,717,275.1,515.7,65.3,334.8,355.7,92,18.1,159.7,395.2,233.2,628.4,1212.4,494.5,286.9,828.1,184.4,312.4,199.8,202.6,140.2,62.4,136.5,83.5,392.6,74,31.4,10.3,11.9,85.3,33.2,19.3,6.6
2019 Mar,264.3,76.6,226.2,42.7,51.6,8.9,3.7,225,19,11.5,24.6,30.4,56.8,23.3,45.5,28.4,20.1,302.8,115.8,161.9,139.8,68,722.2,10.2,533.5,571.1,770.9,311.2,594.9,74.2,417.5,405.7,98.8,20.3,169.4,475.3,245.7,721,1341.9,586.9,351.1,948.5,204.1,353.6,235.3,234.5,151.4,67.9,156.5,87.7,429.2,88.6,34.9,11.5,13.2,90.4,35.3,24.4,7.3
2019 Apr,277.3,65.8,230.4,37.3,47.7,8.7,2.8,200,19.2,11.3,24.4,28.5,60.3,20.9,44.4,27.5,19.7,288,106.1,153.3,123.3,63,719.8,8.2,473.4,581,754.2,286.6,579.2,76.3,434.9,413.1,91.6,21.6,171.2,491.6,227.4,719.1,1335.2,606.1,384.9,907.8,192.9,328.6,249,213.6,137.9,63.2,155.8,83.8,397.4,92.7,31.4,11.1,12.7,84.8,31.5,26,7.3
2019 May,259.5,72.7,219.4,37.9,52.3,9.1,2.9,214.5,20.2,11.1,24.8,29.7,66.1,23.5,44.5,29.7,20,289.8,118.3,150.9,127.9,73.6,727.2,8.5,522.2,568.1,765.5,321,589.5,70,448.2,426.9,107.6,19.1,190.6,548.2,255.1,803.3,1333.6,638.8,390.5,919.1,210.6,329.7,257,219.1,156.5,75.1,176.6,86.7,425.6,101.5,35.8,9.4,12.1,88.9,35.4,27.7,6.5
2019 Jun,239.9,70.8,203.3,38.4,51.2,8.6,3,209,20.3,10.1,26.8,28.5,62.3,26,38.8,27.3,18.8,289.3,125.5,151.2,125.4,75.1,703.4,7.1,595.9,558.6,706.6,336.3,557.2,71.6,450.6,395.8,115,22,176.2,543.5,243.7,787.2,1265.2,626.9,394.9,893.6,229.8,336.4,269.7,216.5,175,67.4,166.3,80.4,451.7,98.9,39.8,10.4,11.7,92.8,39.6,26.8,8
2019 Jul,233.3,76,212.9,36.9,55.5,10,4.4,224.1,20.4,8.5,26.5,31.2,58.8,25.7,41.6,31.4,19.5,314.9,127.2,152.8,117.5,77.7,743.5,8.6,538.5,599.7,758.3,314.3,572.1,77.4,402.7,411.5,105.9,23.3,164.8,483.7,237.5,721.2,1358,567.5,364.8,924.8,221.6,352.7,267.2,210.9,162.6,71.1,164.7,83.9,442.6,93.6,36.8,11.2,12,87.7,34.9,23.4,8.6
2019 Aug,239.9,74.2,214.5,36.4,55.5,9.3,3.6,220.4,21.3,9.7,27.2,31.4,53,23.9,44.2,32.1,18.5,300.8,125.9,160.2,124,70.1,760.8,8.7,528.8,588.1,772.8,308.8,587.7,76.6,410.1,426.2,103.4,22.3,174.1,479,259,738,1361,584.2,344.9,949.3,225.7,361.6,258.5,217.9,161.1,73.8,162.4,87.4,447.3,88.6,35,10.6,12.6,91.3,34.9,21.6,7.7
2019 Sep,231.4,66.8,219.3,37.1,52.3,9.6,3.8,208.9,20.2,9.4,26.5,30.3,54.2,23.4,43.8,30.7,17.3,308.2,116.9,174.3,128.8,67.7,729.5,7.7,536.4,571.4,800.6,299.8,581.7,76.2,395.1,414.1,98.5,23.8,158.9,484.4,247,731.4,1371.9,554,342.9,935.7,215.2,354.1,269,222.9,150.2,69.1,156.7,87.2,441.3,87.6,34,10.6,12.2,93.1,33.8,20.7,8.4
2019 Oct,250.6,59.8,225.2,37.3,54.9,10.4,3.5,204.7,22.4,9.7,30.9,30.5,60,26.2,45,33.6,19.4,315.1,134.5,187.5,126.9,75.5,768.8,7.1,543.1,582.4,829.2,320.5,593.9,79.3,428.9,447.3,100.8,25.2,180.7,521.1,257.9,779.1,1411.7,609.6,388.7,950.4,226.9,356.4,284.4,227.7,169.2,72.9,166,88.1,491.1,93.1,38.3,13.3,12.6,103.4,34.8,24,7.7
2019 Nov,252.7,64.4,218.7,39.3,55.5,11.6,4,218.7,23.9,10.8,31.9,33.8,63.1,25.9,44.3,33.5,21.2,301.7,132.1,189.5,129.6,80.9,769.5,8.8,624.8,599.8,818.5,359.1,619.3,97,492.6,441.7,119.2,30.2,204.8,577.5,297.3,874.8,1418.3,697.4,458.3,979.6,243.7,360.3,322.4,231.7,197.6,77.7,190.2,89.7,519.2,112.5,42.9,15.8,13.8,111.1,41.5,27,9.9
2019 Dec,321.6,87.3,259.4,51.8,68.7,15.7,5.7,287.3,26.7,13.1,35,43.9,90.7,29.3,41.4,38,33.4,334.8,145.8,197.3,127.5,82.2,819.2,12.4,839.9,669.6,870.5,408.6,679,171.7,689.5,474.7,152,48.9,322.2,794.7,450.7,1245.4,1540,1011.8,737,1075.2,275,396.2,439.6,235.5,267.9,125,277.3,101.7,611.1,152.3,56.2,25.3,18.5,129.4,58,37.5,15.2
2020 Jan,243.3,64,195.6,37,60.2,11.4,2.9,215,19,8.4,27.1,30.3,54.1,23.2,32.6,29.2,21.3,288.7,120.1,169.2,120.1,70.8,724.5,8.2,563.9,606.4,748.6,319.8,602.9,81,412.7,403.7,106,25.3,178.8,503,260.3,763.3,1355.1,591.4,353.9,951.5,224.8,348.6,279.6,218,162.6,68.4,161,90.4,451.9,92.7,38.4,13.4,11.8,96.6,36.8,21.7,7.4
2020 Feb,225.2,61.3,201.4,35.4,53.9,10.6,2.8,199.2,19.2,8.9,27.2,27.4,44.6,22.6,37.6,27.7,17.7,283.7,109.4,161.5,108.4,63,669.6,6.8,515,536.8,697.3,297.2,561.2,66.3,355.9,371.3,95,19.1,150,399,224.6,623.6,1234.1,505.9,301.7,894.6,196.3,333.3,210.2,201.3,151.7,61.6,136.4,87.1,422.6,74.8,35.3,10.5,11.8,90.6,34.3,20.1,6
2020 Mar,280.7,57.3,276.1,31.6,54,11.6,2.9,190.6,24.8,11.4,27.4,25.6,38.3,21.8,29.8,37.1,15.6,237.5,110.4,187.2,86.8,62,571.2,6.4,596.3,477.5,559.5,286.5,360.8,87,273.6,274,107.6,26.6,123.9,364.2,191,555.2,1037,397.5,312.2,679.4,189.1,318.7,181.7,175.3,183.8,53,105.5,124.6,481.4,52.5,42.1,14.1,16.4,107,41.5,17.1,8.4
